,trade_date,open,high,close,low,vol,pct_chg
395,20210104,6.71,6.76,6.7,6.56,317406.66,1.3616
394,20210105,6.68,6.94,6.93,6.64,508031.48,3.4328
393,20210106,6.99,7.01,6.79,6.7,352879.09,-2.0202
392,20210107,6.75,6.83,6.5,6.4,360995.24,-4.271
391,20210108,6.49,6.95,6.69,6.44,450564.61,2.9231
390,20210111,6.68,6.86,6.74,6.61,377003.84,0.7474
389,20210112,6.74,7.06,7.01,6.57,709698.8,4.0059
388,20210113,6.9,7.24,7.2,6.84,820717.23,2.7104
387,20210114,7.14,7.22,7.06,6.98,546598.22,-1.9444
386,20210115,7.0,7.38,7.19,6.92,783442.85,1.8414
385,20210118,7.09,7.28,7.22,7.04,519860.69,0.4172
384,20210119,7.18,7.18,6.88,6.83,497407.5,-4.7091
383,20210120,6.88,6.98,6.91,6.83,280964.49,0.436
382,20210121,6.88,6.98,6.84,6.8,388143.96,-1.013
381,20210122,6.83,7.09,7.08,6.73,651215.24,3.5088
380,20210125,7.02,7.31,7.21,6.94,630716.89,1.8362
379,20210126,7.15,7.37,7.2,7.06,654538.3,-0.1387
378,20210127,7.14,7.22,7.05,6.92,409341.08,-2.0833
377,20210128,6.93,6.99,6.63,6.61,389325.89,-5.9574
376,20210129,6.65,6.72,6.46,6.29,371124.08,-2.5641
375,20210201,6.34,6.47,6.39,6.15,333944.94,-1.0836
374,20210202,6.39,6.43,6.32,6.27,187133.52,-1.0955
373,20210203,6.33,6.35,6.04,6.03,286840.24,-4.4304
372,20210204,6.05,6.15,6.11,5.89,215127.65,1.1589
371,20210205,6.09,6.16,5.92,5.92,158132.38,-3.1097
370,20210208,5.94,6.05,5.93,5.93,130039.48,0.1689
369,20210209,5.93,6.11,6.08,5.9,119492.15,2.5295
368,20210210,6.25,6.28,6.17,6.14,141912.0,1.4803
367,20210218,6.21,6.37,6.27,6.21,176513.18,1.6207
366,20210219,6.29,6.41,6.38,6.22,182023.27,1.7544
365,20210222,6.35,6.47,6.34,6.3,255848.57,-0.627
364,20210223,6.37,6.37,6.17,6.13,205748.28,-2.6814
363,20210224,6.19,6.28,6.2,6.15,150534.82,0.4862
