,trade_date,open,high,close,low,vol,pct_chg
403,20210104,20.69,21.19,21.02,20.52,27398.01,1.5459
402,20210105,21.02,21.08,20.88,20.6,23049.05,-0.666
401,20210106,20.73,20.85,20.02,20.02,31833.1,-4.1188
400,20210107,20.0,20.04,19.05,18.88,41198.8,-4.8452
399,20210108,19.05,19.49,19.22,18.05,38415.05,0.8924
398,20210111,19.06,19.16,18.21,18.2,25483.15,-5.2549
397,20210112,18.23,19.31,18.66,18.11,29567.84,2.4712
396,20210113,18.62,18.66,17.95,17.82,28224.92,-3.8049
395,20210114,17.96,18.24,17.85,17.56,20016.33,-0.5571
394,20210115,17.86,18.78,18.63,17.71,35121.43,4.3697
393,20210118,18.6,19.87,19.83,18.48,46633.0,6.4412
392,20210119,19.79,21.1,20.83,19.64,61704.87,5.0429
391,20210120,20.75,21.09,20.39,19.93,37262.0,-2.1123
390,20210121,20.19,20.67,20.24,19.8,27012.51,-0.7357
389,20210122,20.11,20.29,19.69,19.6,27483.08,-2.7174
388,20210125,19.68,19.8,19.25,18.61,27209.01,-2.2346
387,20210126,19.28,20.09,19.46,19.18,26687.87,1.0909
386,20210127,19.44,20.39,19.97,18.91,31178.04,2.6208
385,20210128,19.81,20.17,19.32,19.19,29011.01,-3.2549
384,20210129,18.91,20.31,20.26,18.63,48551.02,4.8654
383,20210201,19.96,19.96,19.14,18.82,46887.0,-5.5281
382,20210202,19.08,19.09,18.17,17.93,38469.36,-5.0679
381,20210203,18.19,18.63,18.21,17.67,32937.0,0.2201
380,20210204,18.11,18.19,17.65,17.03,26444.73,-3.0752
379,20210205,17.59,17.95,16.84,16.64,25083.0,-4.5892
378,20210208,16.84,16.95,16.67,16.25,20971.0,-1.0095
377,20210209,16.67,17.17,16.93,16.54,19950.01,1.5597
376,20210210,16.93,17.32,17.0,16.7,16204.0,0.4135
375,20210218,17.21,18.07,17.98,17.21,23204.0,5.7647
374,20210219,17.99,18.7,18.52,17.8,25143.0,3.0033
373,20210222,18.53,19.88,19.37,18.53,40279.0,4.5896
