,trade_date,open,high,close,low,vol,pct_chg
404,20210104,4.46,4.5,4.48,4.41,51995.63,0.2237
403,20210105,4.46,4.47,4.45,4.43,49094.5,-0.6696
402,20210106,4.45,4.53,4.49,4.43,58214.53,0.8989
401,20210107,4.49,4.49,4.36,4.31,70669.77,-2.8953
400,20210108,4.34,4.34,4.34,4.18,52401.2,-0.4587
399,20210111,4.34,4.34,4.22,4.19,52863.0,-2.765
398,20210112,4.2,4.24,4.22,4.18,35276.83,0.0
397,20210113,4.23,4.23,4.14,4.1,59081.4,-1.8957
396,20210114,4.14,4.21,4.16,4.11,33214.52,0.4831
395,20210115,4.18,4.25,4.24,4.17,36061.84,1.9231
394,20210118,4.27,4.32,4.29,4.25,31575.5,1.1792
393,20210119,4.29,4.34,4.31,4.26,27782.48,0.4662
392,20210120,4.29,4.31,4.27,4.26,24979.01,-0.9281
391,20210121,4.25,4.31,4.29,4.25,37990.51,0.4684
390,20210122,4.28,4.28,4.22,4.2,27021.27,-1.6317
389,20210125,4.22,4.23,4.17,4.15,28345.0,-1.1848
388,20210126,4.2,4.2,4.14,4.11,34099.61,-0.7194
387,20210127,4.14,4.17,4.15,4.12,28228.57,0.2415
386,20210128,4.13,4.13,4.12,4.09,36496.14,-0.7229
385,20210129,4.11,4.14,4.08,4.04,29467.97,-0.9709
384,20210201,4.08,4.09,4.03,4.0,44527.43,-1.2255
383,20210202,4.03,4.06,4.06,4.01,24525.0,0.7444
382,20210203,4.06,4.06,4.03,4.01,21586.0,-0.7389
381,20210204,4.04,4.04,3.95,3.92,40986.5,-1.9851
380,20210205,3.95,4.04,3.97,3.95,26950.88,0.5063
379,20210208,3.97,4.03,3.98,3.93,28727.01,0.2519
378,20210209,4.0,4.05,4.03,3.98,23616.89,1.2563
377,20210210,4.04,4.11,4.09,4.04,29625.54,1.4888
376,20210218,4.12,4.16,4.15,4.12,31987.74,1.467
375,20210219,4.16,4.25,4.24,4.13,46676.56,2.1687
